콘텐츠 아이디2 (CID),제목,1단계 분류코드,2단계 분류코드,캐치프레이즈,지역 (시_도),지역 (시_군_구),cluster
130716,영집 궁시박물관,A02,A0206,우리나라 최초로 설립된 활·화살 전문 박물관,경기도,파주시,1
2633936,오이도 선사유적공원,A02,A0202,우리나라 중부 서해안 지역의 대표적인 선사유적지,경기도,시흥시,1
2551447,벽봉한국장신구박물관,A02,A0206,우리나라 전통 장신구의 역사를 이어가는 곳,경기도,파주시,1
2612877,장욱진고택,A02,A0201,우리나라 서양화가 1세대로 한국적 추상화를 확립한 장욱진의 가옥,경기도,용인시,1
2463869,청강 만화역사박물관,A02,A0204,우리나라 만화의 역사를 한눈에 담을 수 있는 곳,경기도,이천시,2
736105,옛생활 체험박물관 타임캡슐,A02,A0206,우리나라 근대의 아련한 기억들을 볼 수 있는 곳,경기도,파주시,2
130399,의왕문화원,A02,A0206,우리고장 생활과 문화를 한눈에 보고 배울수 있는 곳,경기도,의왕시,2
130675,부천활박물관,A02,A0206,우리 활에 담긴 선조의 얼과 슬기로움을 배우는 곳,경기도,부천시,1
2569505,영토문화관독도,A02,A0201,우리 영토에 대한 자긍심을 길러주는 곳,경기도,파주시,1
2654545,외할머니의 부엌,A02,A0206,"우리 어머니, 할머니의 생활 모습을 느껴보고 체험할 수 있는 공간",경기도,김포시,2
1921150,수원화성박물관,A02,A0206,우리 민족 문화유산의 자랑인 수원화성 축성에 대한 전반을 이해하고 배울 수 있는 수원화성박물관,경기도,수원시,2
125530,청계사(경기),A02,A0201,우담바라 핀 청계사,경기도,의왕시,1
2736400,아르피아체육공원,A02,A0202,"용인시민들의 여가와 문화, 건강을 책임지는 복합체육공간",경기도,용인시,1
2734982,용인시박물관,A02,A0206,용인시 역사를 한눈에 볼 수 있는 역사문화 체험공간,경기도,용인시,2
1753474,용인시문예회관,A02,A0206,용인 시민들에게 행복한 문화생활을 제공해주는 곳,경기도,용인시,1
2752705,도성사,A02,A0201,용문 관광단지와 연계하여 트레킹을 함께 할 수 있는 관광 명소,경기도,포천시,2
1053905,보정동카페거리,A02,A0203,외국을 온듯한 느낌을 주는 카페거리,경기도,용인시,1
750850,호국사(경기),A02,A0201,왕이 하늘에 제사를 지내던 신성한 산에 있는 사찰,경기도,하남시,1
126543,양주 온릉(단경왕후) [유네스코 세계문화유산],A02,A0201,"왕비, 단경왕후를 만나다",경기도,양주시,1
2767686,왕숙천둔치공원,A02,A0202,왕들이 잠든 하천,경기도,구리시,1
130313,태평무 전수관,A02,A0206,올바른 지방문화의 이해를 돕는 공간,경기도,안성시,1
2782688,와글아이,A02,A0203,온 가족이 즐겁고 재미있는 경험을 할 수 있는 공간,경기도,고양시,2
2743336,고천체육공원,A02,A0202,온 가족이 이용할 수 있는 체육공간,경기도,의왕시,2
127362,옥구공원,A02,A0202,옥구도에 조성된 생태해양공원,경기도,시흥시,1
2722883,오이도 생명의나무,A02,A0205,"오이도가 가진 역사와 생명, 사람의 흔적을 되살리다",경기도,시흥시,1
231914,이항복선생묘,A02,A0201,오성과 한음 이야기'의 오성의 묘지,경기도,포천시,1
1730375,오산문화예술회관,A02,A0206,오산을 대표하는 문화예술 복합공간,경기도,오산시,1
128060,궐리사,A02,A0201,오산에 깃든 공자 선생,경기도,오산시,1
2733049,맑음터공원,A02,A0202,오산시민들의 문화 휴식과 여가생활 공간,경기도,오산시,1
126845,오산 독산성과 세마대지,A02,A0201,"오산과 수원, 화성의 평야 한가운데 솟아 주변을 두루 살필 수 있는 전략적 요충지",경기도,오산시,2
2830827,충현역사공원,A02,A0202,오리 이원익 선생의 역사 기록 공원,경기도,광명시,1
127674,보광사(파주),A02,A0201,오랜 역사와 전통을 가진 사찰,경기도,파주시,1
128518,선유동마애불사존불상,A02,A0201,오랜 역사가 깃든 향토유적,경기도,안성시,1
2741599,장안공원,A02,A0202,오랜 세월의 고고한 자태를 뽐내다,경기도,수원시,1
130708,박물관 얼굴,A02,A0206,오늘을 사는 사람들이 어울려서 옛사람들을 만나는 공간,경기도,광주시,1
604854,안성 구메농사마을,A02,A0203,오감만족 즐기는 여행,경기도,안성시,1
2948061,동광극장,A02,A0206,옛날 모습을 그대로 간직한 단관극장,경기도,동두천시,1
486986,수원사(수원),A02,A0201,"옛 수원불교포교소, 수원사",경기도,수원시,1
756548,삼막사남녀근석,A02,A0205,옛 사람들의 소원을 담아,경기도,안양시,1
128168,헤이리 예술마을,A02,A0203,예술적인 골목길 따라 동네 한 바퀴,경기도,파주시,1
125514,안양예술공원,A02,A0202,예술작품과 자연이 어우러진 공공예술 특화공원,경기도,안양시,1
2439216,구하우스미술관,A02,A0206,예술이 주는 즐거움을 일상속에서 느낄 수 있도록 '집'을 컨셉으로 한 미술관,경기도,양평군,2
2642613,CICA 미술관,A02,A0206,예술이 삶에 스며들 수 있도록 한 독특한 문화공간,경기도,김포시,1
1732075,남한산성아트홀,A02,A0206,예술도시로 향하는 밑거름,경기도,광주시,1
2623847,뮤지엄그라운드,A02,A0206,예술과 체험 그리고 휴식이 공존하는 공간,경기도,용인시,1
2551925,앤갤러리,A02,A0206,예술과 더 친밀히 교감할 수 있고 다가설 수 있는 아름다운 문화공간,경기도,성남시,2
128549,최규서어서각,A02,A0201,영조의 어서(御書)와 영정(影幀)을 모신 정각(旌閣),경기도,안성시,1
2703696,유니스의정원,A02,A0203,영국의 시골 정원을 연상시키는 소박한 정원,경기도,안산시,1
2767527,천화사,A02,A0201,열려있는 공간,경기도,부천시,1
128647,연천 호로고루,A02,A0201,연천에서 만나는 고구려,경기도,연천군,1
1730495,연천수레울아트홀,A02,A0206,연천 지역문화예술의 요람,경기도,연천군,1
2735298,연천로하스파크,A02,A0202,연천 로하스파크 생태습지,경기도,연천군,1
631881,평촌아트홀,A02,A0206,연주자와 관객이 서로의 호흡을 느낄 수 있을 수 있는 곳,경기도,안양시,2
710258,연꽃테마파크,A02,A0202,연꽃향 가득한 산책길,경기도,시흥시,1
2763805,안흥유원지,A02,A0202,연꽃이 아름다운 경치 좋은 유원지,경기도,이천시,1
125540,연천 숭의전지,A02,A0201,역사적 이야기가 담긴 공간,경기도,연천군,1
126544,양주 회암사지,A02,A0201,역사적 가치가 있는 공간,경기도,양주시,1
129765,호암미술관,A02,A0206,역사와 미술사에 대한 통찰력을 키울 수 있는 교육의 장,경기도,용인시,2
125559,남이장군묘 (화성),A02,A0201,역사가 담긴 유적,경기도,화성시,1
126988,파주 오두산성,A02,A0201,역사가 담긴 유적,경기도,파주시,1
250394,행주서원,A02,A0201,역사가 담긴 유적,경기도,고양시,1
798265,포천 반월성,A02,A0201,역사가 담긴 곳,경기도,포천시,1
125582,여주도예단지,A02,A0201,역사가 담긴 곳,경기도,여주시,1
129871,여주문화원,A02,A0206,여주의 지역 문화 활성화에 기여하는 문화원,경기도,여주시,1
130965,여주박물관,A02,A0206,여주의 역사를 보여주다,경기도,여주시,1
127380,건강나라,A02,A0202,여유롭고 차분한 휴식,경기도,안성시,1
750959,바우덕이사당,A02,A0201,여성 꼭두쇠로 알려진 바우덕이,경기도,안성시,1
2732147,중산체육공원,A02,A0202,여름철 아이들을 위한 시원한 물놀이장 개장,경기도,고양시,1
2461797,한국지역난방공사 고양지사,A02,A0204,에너지의 효율과 중요함을 배워보자 !,경기도,고양시,1
3007378,구리어린이천문대,A02,A0206,엄마랑 별 보러 가지 않을래?,경기도,구리시,1
2781864,반달공원,A02,A0202,언제든 이용할 수 있는 편리한 공원,경기도,수원시,2
2751365,옥정체육공원,A02,A0202,언제든 건강하게 땀 흘리기,경기도,양주시,1
1201163,강영천효자문,A02,A0201,어머니를 살린 어린 효자 강영천을 위해 만든 문,경기도,가평군,1
2610168,화성시어린이문화센터,A02,A0203,어린이의 발달과 연령에 따른 체험활동,경기도,화성시,1
2759993,다시쓰는세상순환자원홍보관,A02,A0206,어린이와 함께 자원순환사회가 실현되는 곳,경기도,성남시,1
2781847,방죽공원,A02,A0202,어린이와 주민들이 편하게 쉴 수 있는 공간,경기도,수원시,2
2874966,밤가시공원,A02,A0202,어린이와 산책하고 모래놀이하기 좋은 공원,경기도,고양시,1
130825,지혜샘어린이도서관,A02,A0206,어린이로 자랄 수 있도록 설립된 지식정보 및 문화공간,경기도,수원시,1
757630,탄탄스토리하우스,A02,A0206,어린이들의 꿈과 희망이 그려진 유쾌한 공간,경기도,파주시,1
2763795,꿈의동산,A02,A0202,어린이들의 꿈과 희망과 모험이 가득한 공간,경기도,가평군,1
130827,바른샘어린이도서관,A02,A0206,어린이들을 위한 지식정보 및 문화공간,경기도,수원시,1
2745735,숙지공원,A02,A0202,어린아이들이 놀기 좋은 수원 도심과 가까운 자연공원,경기도,수원시,1
2744496,노래하는분수대,A02,A0205,어른들의 힐링장소,경기도,고양시,1
129194,가나아트파크,A02,A0202,어른과 아이가 함께 체험할 수 있는 미술관,경기도,양주시,2
2765231,강상체육공원,A02,A0202,양평대교 부근에 위치한 강상공원,경기도,양평군,1
1926610,양평군립미술관,A02,A0206,양평군의 문화예술공간,경기도,양평군,1
2755483,지평레포츠공원,A02,A0202,양평군민들의 여가생활 및 체육공간,경기도,양평군,1
130297,양주시문화예술회관,A02,A0206,양주 시민들을 위한 문화시설,경기도,양주시,1
1955955,대포서원(김포),A02,A0201,양성지(梁誠之) 선생의 공덕을 기리기 위하여 세운 사우(祠宇),경기도,김포시,1
128524,양성 석조여래입상,A02,A0201,양성면 구장리 마을 입구에 수백년된 느티나무 옆에는 미륵불로 신봉되고 있는 '석조여래입상',경기도,안성시,1
2751707,진덕사,A02,A0201,약사전 석조약사여래좌상이 있는 사찰,경기도,시흥시,1
2760795,원적정사,A02,A0201,야탑동에 있는 사찰,경기도,성남시,1
2734948,기흥호수공원 반려동물놀이터,A02,A0202,야외활동을  즐길 수 있는 대규모 반려동물 놀이터,경기도,용인시,2
129764,국립현대미술관 과천,A02,A0206,야외 조각상이 멋진 자연속 미술관,경기도,과천시,1
322847,신흥사(화성),A02,A0201,야생화가 핀 교화공원 황톳길이 있는 사찰,경기도,화성시,1
127029,망월사(경기),A02,A0201,암봉이 수려하고 빼어난 도봉산에 자리잡은 고즈넉한 사찰,경기도,의정부시,0
2820331,포천로컬푸드 파머스마켓,A02,A0203,안전하고 신선한 포천 지역의 농축산물을 사용한 BBQ,경기도,포천시,1
3008259,안양박물관,A02,A0206,안양의 역사와 문화를 한눈에 살펴볼 수 있는 안양박물관,경기도,안양시,2
125524,낙원역사공원,A02,A0202,안성지역의 역사가 담겨있는 공원,경기도,안성시,1
130440,안성맞춤박물관,A02,A0206,안성의 풍부한 문화유산을 보존하는 곳,경기도,안성시,1
128543,안성죽산리당간지주,A02,A0201,안성에서 볼 수 있는 역사유적,경기도,안성시,2
2892937,만세고개,A02,A0201,안성에 있는 독립운동 기념지,경기도,안성시,1
128521,아양동 석불입상,A02,A0201,안성시향토유적,경기도,안성시,1
736319,안성죽산리삼층석탑,A02,A0205,안성시 죽산면의 비봉산 아래 삼층석탑,경기도,안성시,1
2761624,안산호수공원,A02,A0202,안산시 단원구 고잔동 고잔 신도시 안에 조성된 근린공원,경기도,안산시,1
128826,성호공원,A02,A0202,안산 시민들의 쉼터,경기도,안산시,1
2569511,감악산 출렁다리,A02,A0205,아찔함과 감악산 절경을 동시에,경기도,파주시,1
2782865,쥬라리움 파주점,A02,A0202,아이와함께 즐길 수 있는 실내 동물원,경기도,파주시,2
2601179,아지동테마파크(헤이리마을),A02,A0202,아이와함께 빠져드는 동화속 이야기,경기도,파주시,1
3006199,노랑다리미술관,A02,A0206,"아이와 함께 할 수 있는, 자연과 어울려 멋스럽게 꾸며진 미술관",경기도,가평군,2
128156,태산패밀리파크,A02,A0202,아이와 함께 피크닉 가기 좋은 곳,경기도,김포시,1
1753401,용인 포은아트홀,A02,A0206,아이와 함께 즐기는 문화생활,경기도,용인시,1
2734984,만골근린공원,A02,A0202,아이와 함께 이용하기 좋은 곳,경기도,용인시,1
2662397,용인 곤충테마파크,A02,A0202,아이와 함께 가요,경기도,용인시,1
2903911,문화공원,A02,A0202,아이와 산책하고 데이트하기 좋은 도심 공원,경기도,고양시,1
2891556,백석어린이교통공원,A02,A0202,아이와 교통안전에 대해 배우고 익힐수 있는 공원,경기도,고양시,2
2765519,미호박물관,A02,A0206,아이와 가기 좋은 박물관,경기도,남양주시,1
2609125,다이노스타 (용인),A02,A0202,아이들이 좋아하는 공룡 테마파크,경기도,용인시,1
1605877,경기도어린이박물관,A02,A0206,아이들의 호기심과 상상력을 키우는 체험 박물관,경기도,용인시,1
2609152,코코몽에코파크 (용인),A02,A0202,아이들의 식스센스를 자극하는 친환경 에코파크,경기도,용인시,1
3009125,콩콩이자연미술체험장,A02,A0203,아이들의 감성을 자극하는 친환경 미술놀이 체험장,경기도,평택시,1
735890,동화나라,A02,A0206,아이들을 위한 행복한 서점,경기도,파주시,1
2569501,스토리 미니어처 뮤지엄,A02,A0206,아이들에게 꿈과 희망을 전하다,경기도,파주시,1
1694495,고양시립 주엽어린이도서관,A02,A0206,아이들에 행복함을 전달해주는 어린이도서관,경기도,고양시,1
2513112,와동 생태곤충 체험관,A02,A0206,아이들과 함께하는 곤충 생태체험 공간,경기도,안산시,1
2751469,동탄치동천체육공원,A02,A0202,아이들과 신나게 뛰어 놀아요,경기도,화성시,1
2741025,애니랜드,A02,A0202,아이들과 소소하게 즐길 수 있는 작고 소중한 동물원 ,경기도,화성시,2
2736383,병목안 시민공원,A02,A0202,아이들과 뛰놀고 산책하기 좋은 공원,경기도,안양시,1
